"","logFC","logCPM","LR","PValue","FDR"
"CD19",4.91310382682138,6.58155570761598,774.784680028234,1.63845761419227e-170,3.14338093282786e-166
"COL1A2",5.14780520416011,5.3558025832386,761.141521572855,1.51655180452989e-167,1.4547523184953e-163
"TNC",4.46261880093537,5.03061961327625,640.728383435851,2.32020964764423e-141,1.48377406966849e-137
"EEF1A1P17",4.56594654969049,4.54619405368917,613.399587583348,2.03861458687933e-135,9.77770521232001e-132
"FN1",4.42804674536791,5.50414409805303,608.196676149608,2.76042976078029e-134,1.0591768992114e-130
"BGN",4.85651033644214,4.02557105335232,561.787162278341,3.43441060851368e-124,1.09815279207225e-120
"EEF1A1P10",4.63137823702915,3.74149987898861,535.343945851128,1.94247448114146e-118,5.32376756009985e-115
"CYR61",5.06250782546593,3.37365494848456,524.279367523641,4.96039294522778e-116,1.18956423317744e-112
"COL1A1",4.67624142674297,4.97675322355304,508.833700880496,1.13754483262693e-112,2.42486640154973e-109
"EEF1A1P38",4.6060001489427,3.38905341694355,497.923818620715,2.68972152709019e-110,5.16023074972253e-107
"COL3A1",4.86921034738533,3.06019651368572,484.62985347697,2.10042826767964e-107,3.66333784685763e-104
"EEF1A1P29",4.73435435245505,3.17805052030933,478.670977838144,4.15850042465336e-106,6.64840255391457e-103
"MMP2",4.89053390762522,3.19011598685627,474.28094420957,3.75156814419932e-105,5.53644883434338e-102
"RPL3P2",4.29416298204414,3.76005702434182,470.888205487134,2.05347346417339e-104,2.81399202929761e-101
"GSN",3.81033231478136,4.58887708559086,457.098986710897,2.05686674659157e-101,2.63073256889062e-98
"EEF1A1P16",4.13732901701556,3.75405809136858,455.90997017313,3.73216598860538e-101,4.47510028071214e-98
"CRYAB",4.11686348521038,3.87734645528593,445.044281350717,8.6423177288643e-99,9.75310974283892e-96
"RPS26P2",4.82701127606117,3.15226489584415,444.314253159224,1.24597331352701e-98,1.32799989000087e-95
"CTGF",5.87859764311143,2.32128903180965,440.801675744683,7.24387648626584e-98,7.31440896784264e-95
"RP3.486I3.4",4.41718683725703,3.73763508064456,436.361232964948,6.70485761792705e-97,6.43163466999652e-94
"RPL3P3",4.81195430200592,2.81488540388424,420.738640415231,1.68528275760605e-93,1.53962617641296e-90
"ANXA2P1",4.72354037122755,3.01968214978353,418.941643161384,4.14773337376974e-93,3.61701203526238e-90
"ANGPTL2",4.12904783381954,3.45566244950339,415.578933703383,2.23746178429981e-92,1.800643152682e-89
"DLK1",4.89106803872435,2.74336795992848,415.56551199991,2.2525637562871e-92,1.800643152682e-89
"AXL",4.63931663039836,2.67217464114696,414.823298690171,3.26763090844003e-92,2.50757995913688e-89
"LOX",4.96686821966204,2.35818429287264,413.407676064621,6.64309254275449e-92,4.9018357858748e-89
"THBS1",4.52796391213759,3.12041076695355,411.597468809067,1.64588758319719e-91,1.16949456606067e-88
"RPL3P9",4.78636353624945,2.49340967738178,409.738397224237,4.1789841082434e-91,2.86335036130891e-88
"AC114752.2",4.46608954609161,2.73688403725021,409.375425400663,5.01280220946123e-91,3.31622794443151e-88
"TPM1",3.56235872481246,4.62417214835685,406.533968458086,2.08257304635775e-90,1.33180546314578e-87
"RPL10L",4.5174914369565,2.81003919845691,404.179521137463,6.77824250420227e-90,4.19485749816518e-87
"COL5A1",6.28587579424425,1.90313537179876,398.358364606955,1.25400669404607e-88,7.51816200789809e-86
"RP11.824M15.3",4.49964791247447,2.84983527271866,387.386164536542,3.0684372886771e-86,1.7838778600991e-83
"EEF1A1P25",4.52750328141718,2.57506860605953,385.506165913844,7.87416945074029e-86,4.44311590918978e-83
"LRP1",3.92904567447324,4.12142534980187,379.346657764073,1.72665047617695e-84,9.46451125298707e-82
"RPL19P12",3.91870328455053,3.2530241648562,373.561920956329,3.13807561259317e-83,1.67233279521111e-80
"CCL4",-2.85990315179515,5.98054824817216,369.099914792532,2.9388078430509e-82,1.52381158024139e-79
"LAMB1",4.24172815684991,2.52420053594638,365.449454196596,1.83233701151852e-81,9.25089093841654e-79
"ACTBP2",3.77778901566406,3.54287404191817,359.901366720653,2.95842852156906e-80,1.45531926118724e-77
"CTC.398G3.2",4.71042160410545,3.09913921100735,355.456666634862,2.74725501647389e-79,1.31765218727629e-76
"CCL3",-2.69991130266387,6.92300550928226,351.032871439961,2.52474866377635e-78,1.18139763694023e-75
"EEF1A1P7",4.39655422332753,2.20495371664478,349.30545323347,6.00326377758545e-78,2.74220513268992e-75
"RPS23P7",4.10267217295798,2.33232233416726,342.271866853727,2.04222315427945e-76,9.11163981740727e-74
"KB.1683C8.1",4.6149589366907,2.31700285018019,341.572119100133,2.90063659935326e-76,1.2647434808771e-73
"RP11.390F4.8",4.06463024487587,2.62383169408305,340.871681219025,4.1213039599083e-76,1.75704925490757e-73
"FLNC",4.56830328231528,2.07256281336833,340.389471704969,5.24868772505926e-76,2.18904508707091e-73
"RP11.439L8.2",4.48410258819134,2.2362646690474,339.433328743954,8.47777363633505e-76,3.46055504708698e-73
"CPE",3.78757029321623,2.806871142735,338.446111304184,1.3908559692836e-75,5.55907745223039e-73
"SLIT3",4.73547816318749,2.06803228620777,338.402967173347,1.4212756304132e-75,5.56472917744434e-73
"GAPDHP61",4.23179371175507,2.55715860325197,333.695050338391,1.5066549994374e-74,5.78103523284129e-72
"COL16A1",5.91065680225434,1.68093349604023,332.340592077353,2.97172524025609e-74,1.11789311243751e-71
"RPL4P3",4.20590140892731,2.44896104489581,332.049388455928,3.43899812474378e-74,1.26879190429249e-71
"RP11.296A18.5",3.87031630176598,3.03116891545616,330.375439967577,7.96188995573247e-74,2.88205393963637e-71
"CCND1",3.90104275873139,2.94925296038898,329.088524100378,1.51812958772029e-73,5.3935770630396e-71
"EEF1A1P3",4.38593383894877,1.97602990799381,327.513599278316,3.34452828327216e-73,1.16663227481048e-70
"EEF1A1P14",4.35163940348682,1.95594964825383,326.193137939932,6.48546888897979e-73,2.22185215419781e-70
"PTPRN",4.29334793725191,2.57757173250084,325.447837890514,9.42486073182605e-73,3.17220970421198e-70
"RP11.313M3.1",4.67076114910645,1.89328983242304,323.678525470058,2.28903703458603e-72,7.57158198422983e-70
"LTBP1",3.93315212595364,2.47540910232491,323.106643121243,3.04941936816803e-72,9.91578145394978e-70
"GAPDHP41",4.75124560093599,1.88991471578891,321.099049497538,8.34652556786919e-72,2.66880155032617e-69
"RPL5P12",4.43589781703893,1.91839759692697,320.916091253241,9.14866256889138e-72,2.87732936695379e-69
"EEF1A1P12",3.05666762136084,3.96943067634167,318.265225744729,3.45760831496646e-71,1.06990670197793e-68
"NR2F2",4.76835124185311,1.70096561424786,317.121963978388,6.13491460447633e-71,1.86822756645839e-68
"SOX9",4.7614060923771,1.70971458463776,316.273270686538,9.39027317812737e-71,2.81488110816209e-68
"SPARC",4.31748006624652,2.20203966488638,313.278688107155,4.2169307462212e-70,1.2446433287116e-67
"EFEMP1",4.96778013375223,1.72869186623337,311.750800459543,9.07461074429042e-70,2.6378243504426e-67
"GAPDHP51",4.65527669383715,1.8039285188253,311.631623991759,9.63361639505495e-70,2.75852135133029e-67
"RP3.445O10.1",4.32697878985117,2.28901475171025,310.331485224113,1.84932393183255e-69,5.21754112238344e-67
"FOXG1",4.80490461339001,1.7046628536934,309.690210192126,2.55099979136301e-69,7.09288855033322e-67
"EEF1A1P19",3.56109807582901,2.57044712930351,305.009662756586,2.66909570400678e-68,7.31522872591001e-66
"RP3.337H4.6",4.00739675441993,2.72222616489827,304.781766222273,2.99235083516256e-68,8.08566912290052e-66
"RPS19P1",4.21434641109414,2.15034942676707,304.254736441669,3.89788445795284e-68,1.03862379619202e-65
"POTEKP",3.64939252555658,2.91315395423451,302.777067320398,8.17995783107898e-68,2.14976015053768e-65
"RPL3P7",3.75643398372201,2.3330787291968,302.599437239329,8.94230646141425e-68,2.31835337111125e-65
"EEF1A1P9",3.18255011310983,3.1623386603102,301.126318035572,1.87234602762688e-67,4.78946113866956e-65
"CTB.54D4.1",4.4483068698063,1.93492780491803,299.307437170866,4.66292098166617e-67,1.17708077675349e-64
"PPIAP9",4.19320146899068,1.89186803167943,298.497979298132,6.99864210971429e-67,1.7437525827905e-64
"FBLN2",3.19184982255168,3.83382805945484,295.004619361491,4.03763076904004e-66,9.93101875692733e-64
"COL4A1",4.87899891947481,1.75665391659138,294.04551388711,6.53275116118909e-66,1.58646621553687e-63
"PRRX1",3.94923665350476,2.17054178879543,288.94138981587,8.45705824696583e-65,2.02810828085049e-62
"RPS4XP2",3.41327278474778,2.59970243150027,286.625182796707,2.70341706843833e-64,6.40309338987523e-62
"GAPDHP44",4.55943784976007,1.62538579986508,284.845589014468,6.60222087681064e-64,1.54467814050747e-61
"ACTG2",3.29892686663898,2.87828477464294,282.857714267653,1.79003602158098e-63,4.13757121373869e-61
"IL3",-2.38926035134439,7.03702052779036,282.668367599301,1.96844042221624e-63,4.49577732145458e-61
"RP11.315J22.5",4.31595531578223,1.93006905963231,282.501911762064,2.13990611973567e-63,4.82989398907398e-61
"RP11.229M1.2",4.36138612199024,1.68124818253844,278.881063487007,1.31653831545294e-62,2.93610559887113e-60
"RPSAP47",4.45362454859196,2.01119620766898,278.858598326376,1.3314630550002e-62,2.93610559887113e-60
"GAPDHP26",4.48680565848168,1.85108200351834,275.397827550356,7.55994235324067e-62,1.6481533414423e-59
"RP11.343B5.1",4.29514645565121,1.95937336877805,274.749510289305,1.04666312705964e-61,2.25620585310552e-59
"HMGA2",3.81492713658201,1.93902923906534,273.529931784588,1.93016370309584e-61,4.11446562709929e-59
"RPL18P13",4.45447643153565,1.84061169797708,273.470149369908,1.98894536985426e-61,4.19317768358835e-59
"EEF1A1P24",4.71339669791305,1.33503777908151,273.31898909914,2.1456856103351e-61,4.47445417763901e-59
"CTC.329H14.1",4.16914830663734,2.17125542431917,271.319888127363,5.8512403656114e-61,1.20705426251887e-58
"FAUP1",4.01010601509109,2.42029598138433,271.237884752116,6.09705216420026e-61,1.24438240181045e-58
"PABPC3",3.23058917801465,2.84813332305331,269.706650938944,1.31475105504509e-60,2.65510515695158e-58
"RP11.264F23.1",4.44622782231954,1.62027380576069,269.327626596161,1.59019641213073e-60,3.1779081423675e-58
"RPL23P8",3.77108868400816,1.87276818741354,268.622573922734,2.26524956215287e-60,4.48028998452607e-58
"PKMP1",4.45572021333671,1.5269810657415,267.891928422825,3.26859279368226e-60,6.39877068844839e-58
"INHBA",3.68945311627846,2.05725575051512,266.559644126774,6.37877578841903e-60,1.2361294293012e-57
"IFNG",-2.36334563253655,8.30045086377806,264.689151409968,1.63090061424813e-59,3.10007904929958e-57
"RP11.159J3.1",4.30104509410042,1.75505330100144,264.687752805189,1.63204578566202e-59,3.10007904929958e-57
"CTD.2503O16.2",3.85362061847004,1.98629106633365,264.560426321587,1.73974116769613e-59,3.27224846100492e-57
"MMP14",3.47834764770707,2.52673563423428,260.610630213306,1.26303075723171e-58,2.35254806577577e-56
"PCDHGC3",3.95951049103299,2.02365862321056,259.313460231563,2.42195551502429e-58,4.46780928420586e-56
"TPM2",2.98540111792535,3.51516427756992,258.680125471976,3.32828136147057e-58,6.08124551617266e-56
"PABPC1P4",3.2398930146576,2.42816203089712,256.505488840966,9.9141529033666e-58,1.79436814576498e-55
"COL4A2",5.20939303885127,1.29551789103654,256.361426486702,1.06575999341973e-57,1.91089770782781e-55
"RP13.928P6.3",4.1252203150441,1.54432221149978,254.465498347922,2.76028854146319e-57,4.90334589518253e-55
"RP11.121L10.3",3.40513288639848,2.46005320381955,254.031081047224,3.43285265715816e-57,6.04213561720912e-55
"RPS2P7",5.00042225864289,1.15538725550901,253.352271590094,4.82651097542542e-57,8.41787391486697e-55
"EPB41L1",3.81965744936252,1.73773002394218,251.819636992063,1.04171290582595e-56,1.80047406290729e-54
"CLIC1P1",4.09456467349221,1.58282477575537,251.364855257838,1.30885670471139e-56,2.24200141784714e-54
"RP11.378G13.2",4.212530230258,1.59371166848694,250.444528343696,2.07744163086883e-56,3.52705466267421e-54
"ACTG1P10",3.96786713397441,1.52482358193809,250.206506205875,2.34109769765772e-56,3.93982099382134e-54
"ZNF462",4.87004868577618,1.04404130515155,249.206072338407,3.8683356346627e-56,6.45339296965251e-54
"RP5.827C21.1",4.11723254927884,1.88029802843971,249.131879504212,4.01512496686e-56,6.64053211113872e-54
"UBBP1",3.88219028496515,1.71453426252449,247.649313473621,8.4512324292832e-56,1.38578542013503e-53
"RPS15AP24",4.45414263362182,1.50057720417793,246.38173111095,1.59689928666246e-55,2.59631464530673e-53
"CAV1",3.73784695647684,1.90824075939242,246.358970387971,1.61525039686029e-55,2.60408225745921e-53
"LOXL3",3.4149422677235,1.94923165227547,245.269087038552,2.79164456652291e-55,4.46314175072851e-53
"CTD.2290C23.1",3.98648137658097,1.40173522310783,243.938569645348,5.44439978844827e-55,8.63229834226281e-53
"RPL18AP15",4.72362203519898,1.59174553942903,243.806624034518,5.81725599040705e-55,9.14787345704584e-53
"RPL7AP60",4.40729870971012,1.57128531655971,243.525694607782,6.69837668432779e-55,1.04478338771405e-52
"CTD.2666L21.3",4.70520912966312,1.09763990462079,243.435285435067,7.00941301964316e-55,1.08448055469237e-52
"AC011322.1",4.34582551494601,1.41614117498925,242.002797605019,1.43884381036059e-54,2.20833748014143e-52
"AC074008.1",4.41892807859665,1.42552757473111,239.503298891605,5.04671749558312e-54,7.68422818672715e-52
"RP11.302I18.1",3.84127839770512,1.50900294858751,239.315337822877,5.54617169059311e-54,8.37821290425424e-52
"PARVA",4.71735445594664,1.08992030087737,239.176623558771,5.94620119401412e-54,8.91233358649694e-52
"SPRY2",4.12826027711452,1.323478798861,239.025859751432,6.41376943076887e-54,9.53861756041091e-52
"AC009413.2",4.42400413505314,2.00916562243083,238.968247298146,6.60200189811599e-54,9.74303126271964e-52
"ACTA1",4.03166061865646,1.68828873252087,237.560112558366,1.3388163371882e-53,1.96070163579813e-51
"RPL15P18",4.06843323400577,1.42378599042074,237.417362332657,1.43829598300068e-53,2.09043245711122e-51
"ANXA2P3",4.56582632957559,1.67573282706069,236.227085178479,2.61454446103422e-53,3.77143123946928e-51
"RP11.864N7.2",3.21307159459555,2.81823145107161,234.99887415925,4.84419045439589e-53,6.93550700504366e-51
"RP11.390K5.1",4.18096973859097,1.42941901452404,234.832732732719,5.26563384320871e-53,7.4830507616266e-51
"RP11.187O7.1",4.17939510248022,1.41461702292401,234.458602124127,6.35382758605634e-53,8.96310163518315e-51
"RPL4P2",4.13897333516203,1.26423451299602,233.606753965784,9.74531040775001e-53,1.36469912534806e-50
"ALDOAP1",4.46178160768811,1.25556672514825,231.252283345987,3.17865669378224e-52,4.41902381668205e-50
"UBA52P5",4.58827908373939,1.04589033736904,229.498208503601,7.66964832173416e-52,1.05857700037748e-49
"RPS27AP2",4.49429832577989,1.24921399141135,229.446148587294,7.87279533149038e-52,1.07885413167602e-49
"HSPA8P5",3.5618427942291,1.98716505858269,229.271173535722,8.59584461060192e-52,1.16958353797445e-49
"PKMP5",4.2738045939967,1.19008388574347,228.281662591448,1.41282803497831e-51,1.90881027120133e-49
"RPL12P8",4.59258104720088,0.974156377903446,227.634773247822,1.95510668040569e-51,2.62298752892191e-49
"CRABP1",5.92054241773153,0.968650999885968,227.562176339974,2.02769833940574e-51,2.70148560010411e-49
"AC108039.1",4.36769065430557,1.13629170921146,227.3485703586,2.25730095643242e-51,2.98664267925213e-49
"DNM1",3.27383380668874,2.22899609719436,225.936502074746,4.58730300136706e-51,6.02790466309774e-49
"FSTL1",3.65769024814164,1.52747102870816,225.881017259543,4.71692175968079e-51,6.15606421493034e-49
"ACTN4P1",4.53664636841439,1.04098766334604,225.756318284247,5.02175571328483e-51,6.50962049725469e-49
"RPS4XP1",3.22586675175666,2.27053579045482,225.234047235659,6.52775537703687e-51,8.40503267841962e-49
"CFL1P4",4.48165672477228,0.98662734192025,223.213681381174,1.8006125871963e-50,2.30298349902407e-48
"PGK1P2",3.01246163803045,2.45277044951177,222.967364061008,2.03772259342238e-50,2.58898728177539e-48
"RPS4XP9",4.45593975043325,0.966125735054082,222.602917039253,2.44701048705806e-50,3.08854580225059e-48
"TIMP2",2.63589838797002,3.37138947739752,221.305507102927,4.69486323321755e-50,5.8869902698875e-48
"RPL7AP8",3.89031999875783,1.2272768188564,220.84645268109,5.91224269494357e-50,7.36534909756444e-48
"RP11.442A13.1",3.29860521096816,1.68079436699846,218.321057421789,2.10189017979284e-49,2.60159761931133e-47
"CTD.2375G15.1",4.71091167630384,1.14708467290348,218.221472959437,2.20969684881095e-49,2.71750218233578e-47
"RP11.715J22.1",4.24048024371345,1.48840710837491,217.246749425142,3.6054094238757e-49,4.40571845841116e-47
"RPS2P35",4.29283371855595,1.42926484644969,216.935634091367,4.2152255553347e-49,5.11829761260103e-47
"EEF1GP5",4.19313170663703,1.295484228384,213.958094260203,1.88087195226338e-48,2.269467195231e-46
"THBS2",4.4428519353053,0.873015850230832,213.309299477785,2.60553348482008e-48,3.12419749414207e-46
"RP11.214N15.5",5.11663446713079,1.29217652883714,212.019518441829,4.98051119980891e-48,5.93485138933752e-46
"NACAP1",3.67309760400608,1.47903644124514,211.77643507579,5.62737181351059e-48,6.66426717544448e-46
"MYO10",4.00640728970078,1.14203355724399,211.446228609816,6.64270168936446e-48,7.81841913561086e-46
"MYL9",3.18055547074962,2.14734778695481,211.011232776607,8.2650586864176e-48,9.66860676212937e-46
"RP11.190C22.1",4.51628187063715,0.943484186249016,210.80577301895,9.16369315519333e-48,1.06548759504475e-45
"RP3.342P20.2",3.20003166905428,2.80970559314762,210.361923385274,1.14526159731984e-47,1.32360504485428e-45
"AC097639.8",4.0700686530013,1.28459781736937,210.038400152311,1.34737344747636e-47,1.54786584370264e-45
"AC010240.2",4.48773689799371,0.841267380814626,209.853344389572,1.47863831227816e-47,1.6885521441105e-45
"GAPDHP2",4.24321404473532,1.28675378481275,209.154411219229,2.10063714746992e-47,2.38465820557458e-45
"DPYSL3",3.85256452024151,1.27168685394523,208.442625621528,3.00363143032535e-47,3.38968641122304e-45
"LOXL1",3.48526939928486,1.71314711393536,208.078558296072,3.60644154222154e-47,4.04617432675557e-45
"WWTR1",4.13604327569834,1.12405968814443,207.264176242602,5.42954260752182e-47,6.05614970495966e-45
"RP11.104D3.2",4.33838963937387,0.837286131629038,206.517896171021,7.89935779250673e-47,8.76006816469605e-45
"CTC.512J14.7",4.14844465906035,1.08782838570626,204.620808482427,2.04891551741985e-46,2.25910598860344e-44
"AC093698.2",4.39190875732254,1.12251767698621,204.313076684734,2.39150260006024e-46,2.62177013612319e-44
"FGF7",4.86233683988961,0.614638064431147,203.618576051441,3.39009648746455e-46,3.69539779045497e-44
"PLS3",3.17495864994164,1.77984166748301,202.643856322265,5.53224902301863e-46,5.99639533935663e-44
"RP11.810P12.1",4.09097370893367,1.16991041077339,202.356731829202,6.39079572782112e-46,6.88805708080046e-44
"MATN2",4.27838441841335,0.800190353933568,201.909547369574,8.00083969023218e-46,8.57520164564829e-44
"RP4.747G18.5",4.18282789532938,1.30807282375617,201.890781341544,8.0766366980792e-46,8.60834861403608e-44
"RPL12P2",4.66455379470498,0.728958879378369,201.646074050893,9.13332415828948e-46,9.68081900424219e-44
"KB.1639H6.7",3.92086084032871,1.70353134344497,200.663779066744,1.49617233165841e-45,1.5771464935641e-43
"RBP1",3.83436678443125,1.24710872132421,200.103179339672,1.98296881691797e-45,2.07886648921155e-43
"UBBP4",2.54784896834085,3.21164041134664,199.885448877444,2.21222630151907e-45,2.30660660840453e-43
"RP11.459A10.1",4.53167661301818,1.0473829953601,199.447202951412,2.75718178774939e-45,2.85927203232282e-43
"CD200",-2.586654492825,3.33680828782156,198.66019212099,4.09461208353981e-45,4.22339423778017e-43
"CSF2",-1.87690317304997,9.74334324570281,197.611571597989,6.93514807609259e-45,7.11501688983082e-43
"GJA1",4.62979359569821,0.678373721364148,197.557304374974,7.12686885763431e-45,7.2728180337082e-43
"RP11.389O22.4",4.31502824225444,1.5816921164042,196.777314437048,1.05468303662062e-44,1.07058698717283e-42
"TACC2",4.37805587865244,0.773700217971941,196.200558503261,1.40926928595071e-44,1.42299111847181e-42
"RIN2",3.47524048544289,1.28908590189308,195.36879468636,2.14053598895244e-44,2.15006193445301e-42
"PCDH1",4.62990478541688,0.828777163114048,195.196940435347,2.33361601833316e-44,2.33179288081884e-42
"AC099535.4",4.67406577479586,0.700746177559288,195.150486165952,2.38873504645319e-44,2.37450165109868e-42
"VCAN",4.1620279192833,0.873630964448901,194.482975953487,3.34081599377987e-44,3.30379148663231e-42
"GAPDHP65",2.62985251579561,2.8185392130074,194.308885414455,3.64626602343952e-44,3.57627999531702e-42
"AP000620.1",4.07200493384203,0.807595897332209,194.304865179779,3.65364023498637e-44,3.57627999531702e-42
"RP11.759L5.2",3.78702350564732,1.58235775072462,193.677752609391,5.0072175098194e-44,4.87631816882666e-42
"WLS",4.33367876666592,0.68815727143746,193.621172382902,5.15163997033727e-44,4.99162691065255e-42
"CTA.351J1.1",4.60488797282496,1.12036161991663,190.5069881061,2.46415060862101e-43,2.3756145440399e-41
"RP11.1042B17.1",4.28561037680517,0.824885235469387,189.527091457022,4.03234257101204e-43,3.8680246112433e-41
"RP11.183G22.1",3.90300416793095,0.992834892041152,189.015297346636,5.21522710396483e-43,4.97781751191867e-41
"RP11.229A12.2",4.5113753937465,0.73026593905001,188.89561014006,5.53858847114329e-43,5.26028810984574e-41
"RP11.846F4.6",4.13082687793245,0.81483621622328,188.432285713851,6.99095463097036e-43,6.60696869926927e-41
"GAPDHP69",4.32665760742553,0.902091184440179,188.403801370221,7.09176389551482e-43,6.6693867811496e-41
"RPS2P1",3.98612918096568,0.985536529900168,188.011116222579,8.63919227677183e-43,8.08501969901793e-41
"AMOTL2",5.3541467554994,0.353802331476996,186.993652111926,1.44071723024969e-42,1.34175534283206e-40
"CHAC1",2.66845468940998,2.56829591885019,185.842644474688,2.56947036613282e-42,2.37258454475943e-40
"RPL24P4",2.59790539992762,2.76763754338222,185.84044746326,2.57230954031776e-42,2.37258454475943e-40
"PTPRF",3.61548568002764,1.0365566383974,185.547569021307,2.98029921063842e-42,2.73574355770804e-40
"RP4.796I17.5",4.3925692029837,0.633023238961109,184.91218404721,4.10174821988785e-42,3.74723998088326e-40
"RPL5P24",3.65873061746825,1.1563666502465,184.708641849227,4.5436436263854e-42,4.13127028304284e-40
"RP11.389O22.5",4.52841729620621,0.76248727191253,184.374677556697,5.37418371042042e-42,4.86338275869886e-40
"RP11.254B13.4",4.25159915722245,0.61583968100138,184.208228985245,5.84319536092215e-42,5.26299075114044e-40
"CSRP2",3.78846733703898,0.859183640769877,180.186381265454,4.41291781826553e-41,3.95616020296375e-39
"FTH1P5",3.08772614931763,1.56243544345256,178.665520267543,9.47975796514997e-41,8.45903053773963e-39
"CTC.340A15.1",4.80285619573237,0.854127027994779,178.333377518135,1.12026503715871e-40,9.95013182309714e-39
"CCL1",-2.36929127077364,2.79642429833126,178.136418160801,1.23687924686091e-40,1.09352665212104e-38
"RPL32P31",3.90370314951851,0.821405225938798,176.815626469914,2.40287894122891e-40,2.11464369208608e-38
"EEF1A1P8",3.85690157099247,0.762891184522652,176.768125321525,2.46095876281594e-40,2.15586729975451e-38
"PIP5K1B",-2.48433501404217,2.56309106788182,176.57482279984,2.71215444950612e-40,2.36512195971704e-38
"RP11.74C1.2",4.26481513485082,0.74458309639822,176.398199978882,2.96402931958969e-40,2.57307251114607e-38
"EIF4A2P4",4.58849950599075,0.759412054575546,175.929967403135,3.75084136356388e-40,3.24143655675554e-38
"AC090804.1",5.29184132179287,0.230577806967905,175.572617088107,4.48913808291525e-40,3.86206789779054e-38
"EEF1B2P2",4.15878525056224,0.802181786258285,175.332344157472,5.06560874469211e-40,4.33855820388028e-38
"RP11.39C10.1",4.05435055695559,0.640011106237003,175.271888190674,5.22196005369918e-40,4.45259127245416e-38
"RP11.488L18.1",3.67084887220768,0.852832656704668,174.449097758327,7.8978816298598e-40,6.70446279065753e-38
"RP11.392P7.1",4.15412486045108,0.549187812338327,174.409843322409,8.05532256423954e-40,6.80798957686941e-38
"RP11.543B16.2",3.5551246646011,1.40650209915098,173.88171221112,1.05054905572154e-39,8.83981738334112e-38
"RP11.12M9.3",3.32458691182697,1.53221337308877,172.892419009494,1.72768160203872e-39,1.44740487052895e-37
"LTBP2",4.92125929534253,0.459714067435867,172.245446110446,2.39197709523112e-39,1.99522089443518e-37
"ETV1",4.02465649502282,0.597040072757544,172.115477450913,2.55353263687343e-39,2.12075859906566e-37
"RPL17P33",4.9310711795515,0.420055350061066,171.762845748227,3.04898107009359e-39,2.52132335473041e-37
"RP11.481K9.4",3.85332663760224,0.668813990759434,170.679139886768,5.2582018295331e-39,4.32955373817994e-37
"RP11.347C18.1",4.69453734978734,0.310122032899756,170.652482645112,5.32916699531008e-39,4.3692337096164e-37
"GPC4",3.59838440910182,0.930795748843154,170.622919328268,5.40898920704425e-39,4.41580672072953e-37
"AC016712.2",3.33760675927006,1.03828387326262,170.345027165662,6.22027449235865e-39,5.05660873457206e-37
"RPSAP55",4.75587423938985,0.764747356535917,168.777876304273,1.36803120238604e-38,1.10741259990617e-36
"X5.Sep",3.69612428405437,0.778459114498486,168.446819093824,1.61586696107974e-38,1.30253813648382e-36
"LDHAP5",3.0938830632306,1.32531976188429,168.229143855877,1.80281319169898e-38,1.44715360178849e-36
"FKBP9",3.617673906016,0.884716375172807,168.107623949108,1.91643255278071e-38,1.53194827187908e-36
"RPS18P12",3.90059270633951,0.860009714733555,167.852678722913,2.17861227588914e-38,1.73430192999723e-36
"RP11.458F8.3",4.14197369181662,0.849231655005676,167.551654143522,2.53473093975326e-38,2.00945508591597e-36
"RHBDF1",4.50601575928339,0.573417838022713,167.51717862802,2.57906504777428e-38,2.03618777537241e-36
"NA..3",1.73803083228293,15.9934173260578,166.439824145447,4.43395825660102e-38,3.4862905390529e-36
"RPL12P29",5.56447009482986,0.328332429919323,166.428000666254,4.46040487851197e-38,3.49277010588784e-36
"RPS7P4",3.72829486578979,0.806881845117324,166.28002810001,4.80504008099438e-38,3.74734528267794e-36
"RP11.3K24.1",4.33575778494776,0.692043690887932,165.932322722201,5.72333953849795e-38,4.44543599376855e-36
"RPSAP53",3.65261912027356,1.02364935330017,165.844068570276,5.9831215904609e-38,4.62847531100776e-36
"RP11.791G16.2",4.13940533346509,0.629764366739051,164.237114709339,1.34265015248094e-37,1.03448767772477e-35
"NME2P1",3.30197760578417,1.10162919776522,164.167092381019,1.3907834887965e-37,1.06728724930244e-35
"RP11.83J16.1",4.31007527968387,0.684683321258638,164.092458790827,1.44398797989132e-37,1.10302621184196e-35
"EFEMP2",2.6801306168793,1.83972563461186,164.085770948562,1.44885382008952e-37,1.10302621184196e-35
"PPIAP19",3.41641856196465,0.997486412108373,163.970017486256,1.53571823365016e-37,1.16453574358017e-35
"HSPA8P7",3.68195135658634,0.64585601181281,163.061298138521,2.42565976906844e-37,1.83213711297552e-35
"PCDH19",4.11011815196752,0.613223784122721,162.884757275375,2.65092639809972e-37,1.99443227245267e-35
"RP11.209A2.1",4.04866969335885,0.70900742854055,162.152980953151,3.83060132892323e-37,2.87070650372626e-35
"RP11.534L20.4",3.5095578208945,0.754979624033099,162.073746003719,3.98636873829772e-37,2.97581650755805e-35
"EEF1A1P15",3.99774110624326,0.455758669385536,162.025253919029,4.08480747447136e-37,3.03748183712144e-35
"KLRC1",-2.56827253440301,2.16476300269399,162.007128192978,4.12222360709379e-37,3.05346949428935e-35
"RPL17P20",4.28552824068953,0.383791756348632,161.902747272114,4.34446047550699e-37,3.20571054702314e-35
"AC104076.2",4.3985458563713,0.389562976873992,161.395308225163,5.60787483205434e-37,4.12211029321695e-35
