"","logFC","logCPM","LR","PValue","FDR"
"CTC.366B18.4",-1.27299841868661,-2.23439658705213,4.73207042919065,0.0296052269314077,0.0713645078083782
"PSEN2",0.348149003127362,1.95701118880433,4.7314857030619,0.0296152929524494,0.0713700613823984
"KCNMB4",0.480176877476218,0.481780637491943,4.73148238751494,0.0296153500395326,0.0713700613823984
"TBCK",-0.326245412878262,2.9032782080923,4.73037127407686,0.0296344876473542,0.07140675448818
"ANKMY2",-0.349506362418724,3.00100052008235,4.72979566814,0.0296444068406899,0.0714121067936976
"KANK1",-0.38185336636218,1.46456786635749,4.7297883631921,0.0296445327462416,0.0714121067936976
"MIPEP",-0.30513696898428,3.32777825660652,4.72941774967117,0.0296509212436833,0.0714165135437531
"COLEC12",1.42943044688383,-2.43217597709993,4.7290286975939,0.0296576291211965,0.0714165135437531
"SPG20",-0.282967714091236,3.85997853319494,4.72900147403235,0.0296580985579398,0.0714165135437531
"ZNF503",1.13592213880337,-1.9983237216029,4.72818391359647,0.0296721999869883,0.0714410459987432
"SETP14",-0.503845375333387,0.178455536705861,4.72707696046718,0.0296913040455673,0.0714776151063999
"PLCD3",0.413675136841405,1.15014399801602,4.72615861268787,0.0297071628337336,0.0715063630709134
"GTF2IRD1",1.17086244662319,-2.06036152032376,4.7239368736962,0.0297455661701037,0.0715893619558658
"AC006129.2",-0.331687960718646,2.36940537157038,4.72259242534394,0.029768830426454,0.0716359081775531
"CCNG1",-0.256821203415527,5.99190705095943,4.72106399084075,0.0297953013964928,0.0716901577689437
"NUDT18",0.334976838696297,2.88156833659962,4.72003420025425,0.0298131501757937,0.0717236500341478
"SLC52A1",0.947596396644537,-1.61431784907648,4.71800780931013,0.029848305004351,0.0717987624001091
"RPL35",0.233191810006546,8.83644491684663,4.71619400114745,0.0298798084756895,0.0718650729543757
"EGFL7",0.626813789846705,-0.486797508177198,4.71288954904484,0.0299372915677463,0.0719924373909539
"DDA1",0.250743085762433,5.7279478644826,4.71269663237825,0.0299406510365446,0.0719924373909539
"PTPN4",-0.298742174064029,3.67003263769443,4.71056494180653,0.0299777986579711,0.0720722658371214
"SLC20A2",-0.285734663695977,3.70577054534914,4.70948752929371,0.0299965923118434,0.0721079526801029
"KB.318B8.7",-1.80697521158844,-2.82035165158889,4.70827212389067,0.0300178077581805,0.0721494510369434
"BRD8",-0.24926280339967,5.13683882747163,4.70784845961874,0.0300252066827126,0.0721577340696311
"LIMK2",0.250682008939754,5.10772632950869,4.70756618181729,0.0300301374716087,0.0721600841837853
"CALD1",0.74800605865145,-1.06380989592505,4.70540047211034,0.0300679958677031,0.0722415457442642
"CSF1",-0.242608830915096,7.46563079995575,4.70511200600029,0.0300730422461253,0.0722441618901195
"C17orf51",-0.318841429712251,2.48030658262407,4.70469508561224,0.030080337342173,0.0722521787080747
"LSM5",-0.341498644688776,5.28530899968927,4.70363588820882,0.0300988790242008,0.0722872038661737
"TTLL5",-0.278721635769172,4.05363266428403,4.70253660626628,0.0301181349983533,0.072318916738266
"PRKACB",-0.275014414381651,4.77265982322897,4.70242978875901,0.0301200067905251,0.072318916738266
"RP11.1017G21.5",0.915851497365841,-1.54178274564717,4.70144683841014,0.030137236988134,0.0723507708072575
"CEP128",-0.303750702897798,3.17519792842631,4.70064993491648,0.0301512134985888,0.072374806366435
"CRIP2",-1.18547688238441,-2.10368741126013,4.69972175769058,0.0301675008728675,0.0724043818609251
"TMEM115",0.274990559295016,4.56770910757068,4.69766267317874,0.0302036658103036,0.0724816510276183
"GNAQ",-0.328903037017953,4.3335814488481,4.69717120379567,0.0302123044597906,0.0724928519865244
"KLK1",0.621946242167755,-0.434868420096195,4.69318497031919,0.0302824664513362,0.0726516526572668
"POLR2D",-0.250203996046011,5.52852544928761,4.69155637567532,0.0303111803118045,0.072710985097502
"TCEB2P2",1.48110698208745,-2.50141273176061,4.68866213255791,0.0303622789551838,0.072823991896844
"TMEM79",0.310941033271394,3.09432797163252,4.68805968744042,0.0303729265717446,0.0728399598748289
"STX16.NPEPL1",0.545674685477,-0.0617049472516957,4.68631585535608,0.0304037690084996,0.0729043482530093
"YAF2",-0.314726590047783,3.06088611173219,4.6841002976211,0.0304430017560347,0.0729888359674826
"RP5.1071N3.1",1.16000819518283,-2.05209440675438,4.68007146607314,0.030514478962544,0.0731505992726515
"SOGA1",0.324460430268607,2.72501364748285,4.67836140872354,0.0305448706808897,0.0732074364009831
"BCAT2",0.253790356754026,5.43193999888209,4.67828615287926,0.0305462088779123,0.0732074364009831
"ARID5B",-0.260205017365234,4.36703993009267,4.6780560320257,0.0305503012587881,0.0732076331687026
"RPL17.C18orf32",-0.621349337371944,-0.548602755793285,4.67710402374274,0.0305672374827693,0.073238603523816
"RP11.443B7.1",-0.765981253673603,-1.13892195386882,4.67639705173825,0.0305798208452575,0.0732591377336188
"BCKDK",0.262031358982058,5.64689496171566,4.67588079980489,0.0305890130013409,0.0732715434115574
"USP32",-0.269491705305343,4.15542085738376,4.67543647290092,0.0305969267983636,0.0732808841123232
"CRYZL1",-0.314314110019527,3.41526925533889,4.6737829072349,0.0306263968065951,0.0733418435923382
"OTUB1",0.245098468720133,6.73602218071728,4.67312087737987,0.0306382038611918,0.073360494685999
"AMN",1.11027384891921,-1.96548174864322,4.6718339928687,0.0306611685445434,0.0734058533482806
"CX3CL1",-0.746256290328311,-1.07379524589792,4.67130989910212,0.0306705262330012,0.0734186279023651
"HMSD",-1.15444301987701,-2.05784679846171,4.66950756222026,0.0307027296713792,0.0734726190802971
"SYVN1",0.256644415932778,5.06943207481427,4.66942802763293,0.0307041515756455,0.0734726190802971
"GAS6.AS1",0.820197066872411,-1.29436263590836,4.66937188341278,0.0307051553527026,0.0734726190802971
"ZNF582",0.681891875312148,-0.784761700041976,4.66762147270913,0.0307364673194989,0.0735379044452756
"NDEL1",-0.256677510479122,4.81303993384403,4.6666584434011,0.0307537085238482,0.0735626613136992
"Z83844.1",2.68568184564796,-3.27310077743564,4.66647842085476,0.0307569326029399,0.0735626613136992
"TSHZ3",0.749441348256947,-0.939871641193114,4.66636834993172,0.0307589040705268,0.0735626613136992
"CYP20A1",-0.334646291265608,2.46537553288587,4.66497330327695,0.030783902010272,0.0736128020955612
"TSGA10",-0.57836611686007,-0.317187098096256,4.66365308658134,0.0308075785758324,0.0736519747324409
"SPATA41",1.78162546120463,-2.79375325457779,4.66360993732435,0.0308083527283987,0.0736519747324409
"AC005519.4",-0.658070582635263,-0.74731421738591,4.66219819953068,0.0308336922917982,0.0736969702407447
"HMGB1P26",2.10322150630638,-3.01286065016864,4.66211154640152,0.0308352483538104,0.0736969702407447
"VASP",0.241580434994605,8.55966757785697,4.660117493191,0.0308710789300521,0.0737692584346289
"RP11.100N21.1",1.316855400652,-2.30055132248775,4.65997860162859,0.0308735762498255,0.0737692584346289
"RP11.395G23.3",-0.411434883136938,0.990910526173736,4.65819507880452,0.030905663352538,0.0738362628583407
"LIAS",-0.300827734130994,3.54879279323019,4.65556496093279,0.0309530448906733,0.0739397846740698
"OCIAD1",-0.259981486652518,5.72560180229859,4.64912040486724,0.0310694639647749,0.0742081727956254
"RP4.647J21.1",0.271446487261664,4.6191169170014,4.64888434308815,0.0310737370132479,0.0742086694370539
"TEX22",0.768334221699472,-1.14419526691751,4.64834730375871,0.0310834604598018,0.0742221806008741
"WNT8B",1.2495846691948,-2.20509683209962,4.6466893378034,0.0311134990369908,0.0742821343058391
"PRCD",1.42704286163749,-2.44657429346707,4.64651239023272,0.0311167067125035,0.0742821343058391
"LRRC63",0.691264614686619,-0.840907097881192,4.6436452678289,0.0311687295171986,0.0743965948400183
"FZD9",-0.863638278832528,-1.43315425139301,4.64243227043726,0.0311907661751103,0.0744394609134054
"PPM1L",-0.433664464409605,0.780542241100545,4.6383389587467,0.0312652498389916,0.0746074687334367
"MXRA8",1.88404897834923,-2.87619466818673,4.63748969242389,0.0312807266797156,0.074634644561261
"CYP27B1",-0.336291555688646,2.30332354305513,4.63642568650692,0.0313001281651343,0.0746711761179465
"ZNF317",-0.245435637085235,5.26295895887307,4.63523052438735,0.0313219361707886,0.0747134384944134
"APOL4",-0.36075773703207,1.80093330730896,4.63299070514111,0.0313628486258528,0.0748012544636716
"KCNQ3",-0.447291150465687,0.690030966497647,4.63240215624455,0.0313736082833877,0.0748171416346496
"PCGF2",1.05478594629264,-1.86806119742877,4.630876334109,0.0314015207969859,0.0748739240006502
"ARID4A",-0.282912709593606,3.47241168207565,4.62834580622767,0.0314478699405403,0.0749746461753381
"DHCR7",0.266379161696328,5.82432062388649,4.62726947268455,0.0314676056907203,0.0750119015257377
"RP11.252A24.7",0.315676019092956,3.31267704647592,4.62593932690344,0.0314920132164653,0.0750602821865222
"AC109826.1",0.474191540533009,0.376815626305556,4.62347002288946,0.0315373761162684,0.0751585902092011
"FTSJ2",-0.260644663815517,4.8522381324551,4.62303805818429,0.0315453186230105,0.0751677054513846
"LINS",-0.300976491143241,4.12236390711142,4.6224508759463,0.031556118450734,0.0751836259877512
"ZDHHC4",0.292166117081163,3.5579824436849,4.62222301860209,0.0315603103861437,0.0751838008742077
"FER1L4",0.814029050703351,-1.28956741347037,4.62169053936715,0.0315701087743465,0.0751973298115469
"RP11.24M17.3",1.11492021588213,-1.98552287678463,4.62063934844612,0.0315894615259487,0.0752336099355764
"WFIKKN1",0.847368180065125,-1.37295793863034,4.61970047171124,0.0316067570022751,0.0752649816170795
"XRCC6P2",-0.574800842302375,-0.287004314066504,4.61947482862926,0.0316109151486259,0.0752650653499629
"SLC9A6",-0.30138589406385,3.60105898906852,4.61868284757858,0.0316255142776913,0.075290005625881
"WDR41",-0.29530359749182,3.27945138177962,4.61698341383275,0.0316568648507027,0.075354813906582
"SAV1",-0.427272519731597,1.02585221853378,4.61512990424479,0.0316910947320867,0.075426458192209
"PHACTR4",-0.260651070989231,4.74102773670277,4.61469577524507,0.0316991176347425,0.075432832394644
"EEF2",0.252466407318483,11.3696620528506,4.61453781937547,0.0317020372572834,0.075432832394644
"RP11.480A16.1",-0.631709499239252,-0.541779439180483,4.61299731115657,0.0317305263979398,0.0754899720704325
"KCNG1",-1.34391998478578,-2.3614604000229,4.61262514325471,0.031737413030456,0.0754899720704325
"UPF3A",-0.278434669683275,3.71929692523761,4.61256872313814,0.0317384571701216,0.0754899720704325
"VWA9",-0.242535530035396,5.45085728993006,4.61162513614301,0.0317559249890963,0.0755216793480917
"CCBL2",-0.286752887450281,4.40520839112439,4.61133644052977,0.0317612713678159,0.0755245550110042
"SS18L2",-0.276331521268017,4.24812292094782,4.60584152105089,0.0318632115119607,0.0757570885843764
"NAPB",-0.300431099127186,3.83440631083168,4.6027926049664,0.0319199213289292,0.0758800533082962
"JARID2",-0.258718870886175,4.9259762994967,4.60239610091302,0.0319273040367867,0.0758800533082962
"ZBTB7B",0.258503848763711,5.90007301850266,4.60239094039457,0.0319274001348136,0.0758800533082962
"HOXC6",1.90859584139137,-2.89960311966413,4.60124141850393,0.0319488137996673,0.0759210616913469
"RP11.196G11.4",-0.950061050796376,-1.66079845880952,4.60071835379144,0.0319585625788792,0.0759339516669097
"RPL5P1",0.830499224973709,-1.34210253316348,4.60050406437099,0.031962557360095,0.0759339516669097
"GLG1",0.235751345671856,6.4954760820192,4.59777893619663,0.0320134046463399,0.0760410256860894
"FLG.AS1",-1.0199914608911,-1.81627832055085,4.59764218022883,0.0320159585550963,0.0760410256860894
"PCED1B.AS1",0.240636174656272,5.50965953054732,4.59679423389448,0.0320317986445295,0.0760687503910349
"LAMTOR4",0.255188390325932,5.19283546800421,4.5953258724063,0.0320592477666583,0.0761240332960911
"GGNBP2",-0.269215786829864,5.35454669966448,4.59477943778993,0.0320694689227251,0.0761383996858299
"GRIK2",1.55667805659471,-2.60197838234333,4.59440479676501,0.0320764786144139,0.0761399585346721
"TIMMDC1",-0.245587044786011,5.33111965194188,4.59429852319053,0.0320784673289599,0.0761399585346721
"CHCHD2P9",0.959162428243143,-1.67174176944363,4.59332416232264,0.032096706700486,0.076173346440116
"SZT2",0.259331710788291,5.14535398489086,4.5910377446424,0.0321395493925539,0.076265107781239
"JAK2",-0.324856228241482,3.68293318907743,4.59026277885083,0.0321540841724758,0.0762896811240635
"C6orf62",-0.279163517647893,6.30737384401242,4.58848641393719,0.0321874264674918,0.0763588655183968
"RP11.418J17.1",-0.39879567123473,1.24497101087434,4.58807151960872,0.0321952192138221,0.0763674281117882
"CAMK1",0.24500755067115,5.40233139871486,4.58719230235411,0.0322117396070105,0.0763966878687769
"CTD.2267D19.3",0.375742409751642,2.10176105874227,4.5800049342467,0.0323471217048626,0.0767078080959037
"CHD1L",-0.236578671873254,6.14532520924684,4.5788127920714,0.0323696343962847,0.0767512243023998
"POLL",0.262975927719533,4.4358638279127,4.57723892312212,0.0323993807574201,0.0768072075352011
"TRIM21",0.252718694016973,4.67490655904998,4.57711838587694,0.0324016601056469,0.0768072075352011
"ZNF691",0.338613791592928,2.02781712356838,4.57617459499433,0.0324195128919933,0.0768395491876574
"SSRP1",-0.233466110901289,8.62079751095976,4.57584450412019,0.0324257593277119,0.0768443770644398
"MBD5",0.320710430968455,2.35116043165298,4.57355286448846,0.0324691595529207,0.0769252899539936
"AEN",-0.237463544892592,5.92879111657554,4.5734523392714,0.0324710647378995,0.0769252899539936
"X4.Sep",1.09307716022306,-1.93530664131397,4.57337431001138,0.0324725436529978,0.0769252899539936
"PSD4",0.258345011391292,8.56684437987713,4.57257579304866,0.0324876822589655,0.0769511664249921
"AIFM1",-0.241320990311577,5.89199137990387,4.5718236254341,0.0325019488940376,0.0769749710768884
"ZNF92",-0.358170601975818,2.20066911119734,4.57039379156086,0.032529087106795,0.0770292495958675
"HAGHL",0.308998951107484,2.80760166649018,4.56565523317632,0.0326191940652026,0.0772326054034078
"FOXB1",1.19832119302914,-2.14290738354567,4.56241910486159,0.0326808810025777,0.0773686269876872
"BTBD6",0.243393579116242,5.39017771790354,4.55891280580681,0.0327478554204593,0.0775171292402081
"SERINC1",-0.272646882228319,4.80330416322168,4.5585089851716,0.0327555780651839,0.0775242309930003
"LENG9",0.40349745308899,1.05669274722675,4.55802258808639,0.0327648824222744,0.0775242309930003
"PMS2",-0.281069290708636,3.87604075988966,4.55788724127155,0.0327674719809693,0.0775242309930003
"KPNA5",-0.400782950197968,1.57571349474434,4.5578678721954,0.0327678425824152,0.0775242309930003
"TMEM145",-1.45814307953816,-2.51659350751297,4.55590895634087,0.0328053464391534,0.077596261444225
"ORC6",-0.25677866844108,4.84378584316797,4.55583361853899,0.032806789691949,0.077596261444225
"SFSWAP",-0.238387266701607,5.44187722778765,4.5555158618896,0.0328128777131862,0.0776006066400069
"RPS25",0.234145870841625,8.6138449273524,4.55512283748007,0.0328204094502143,0.0776083645743086
"NME4",0.33507443257713,2.68862627039832,4.55311178144162,0.0328589766539303,0.0776894986164354
"PTP4A3",0.264005967116979,4.94380134861407,4.55250835556961,0.0328705581345206,0.0777068167243815
"MMP10",2.0771417598007,-3.01664829812615,4.54799802325997,0.0329572595215549,0.0779016926797856
"COL27A1",-0.423544296460831,1.01505638820928,4.54319035540648,0.0330499395418606,0.0781105497692466
"RUNDC1",-0.282419490350213,3.7389353250563,4.54286632912981,0.0330561957545355,0.0781105497692466
"PJA1",-0.262289934524295,4.3616212706238,4.54274929980018,0.0330584556295371,0.0781105497692466
"HNRNPA1P35",1.6913336593032,-2.74103607499352,4.54091401319132,0.0330939167338607,0.0781842176752461
"GPBP1",-0.265393317694811,5.8821282208948,4.53970766174483,0.0331172472937373,0.0782292118720464
"TRBV19",0.335082857698866,2.46466325350902,4.53931297692808,0.0331248841363737,0.078237127689158
"C1orf131",-0.293458786430679,3.51118621680908,4.53883029948743,0.0331342260676374,0.0782490681584373
"GALNT12",0.341940848076783,2.35684624806524,4.537807730755,0.033154026360743,0.0782857005840595
"COX5B",0.246434757849667,6.21128483942251,4.53604003274995,0.0331882839588581,0.0783564567600821
"LLPH",-0.288053362578519,3.93491643809608,4.53556919582805,0.0331974149086032,0.0783678791098606
"ZNF623",-0.318964999376661,2.39370610369141,4.5350810137621,0.0332068850037669,0.078380099010055
"MFSD5",0.272044317649546,4.46530753524857,4.53286272187257,0.0332499525273595,0.0784716074191271
"CTB.50E14.5",-0.407457238518603,1.06008317191352,4.5314485397404,0.0332774389314981,0.078518824040113
"SYCE1L",0.771660167303103,-1.18636650231843,4.53139080526637,0.0332785615775598,0.078518824040113
"TMEM101",0.262268639211224,4.2143425909661,4.53074981608537,0.033291028261547,0.0785293633407699
"RPL5P8",1.30173823605127,-2.30751261669929,4.53071877846249,0.0332916320402201,0.0785293633407699
"MLLT4",-0.261631199031418,5.50403545868058,4.53037461271069,0.0332983279053502,0.0785350098077736
"ERCC2",0.257959993743567,5.08830562200379,4.52864711171737,0.0333319582992211,0.0786041724263379
"CCDC66",-0.310089691683144,3.32964414024723,4.52788772680346,0.0333467529672778,0.0786241573228964
"CCDC71L",-0.34431547513464,2.74232723751206,4.52777001752365,0.0333490468447651,0.0786241573228964
"MLLT11",-0.257646911662334,5.04762353594642,4.52655713084032,0.0333726927601657,0.0786697451364701
"WIPI2",0.241474447932653,5.35733175595555,4.52627071493909,0.0333782791567579,0.0786727548104088
"ZNF529",-0.351426183521885,2.39490630931012,4.5237502436737,0.0334274818104488,0.0787713662840803
"EMC2",-0.334218023092976,3.40571245835555,4.52367917308511,0.0334288702922961,0.0787713662840803
"EXOC6B",-0.324379347091507,2.41823093067052,4.52346463813216,0.0334330619539334,0.0787713662840803
"ATP5G2",0.228899689004708,7.76148305767636,4.52138484803197,0.0334737261203365,0.078856997074041
"STS",-0.422368262593363,0.897282725474092,4.52048165211639,0.0334914015429907,0.0788884561506188
"KPTN",0.342474255671852,2.42204968546774,4.51902783999701,0.0335198729322042,0.078945333554043
"DHX35",-0.261857830159354,4.34064845877819,4.51838194919986,0.033532530138982,0.0789649558419913
"FABP5P7",-0.611248956316646,-0.519191686457909,4.51750989227369,0.0335496273354185,0.078995027345294
"MAP6D1",-0.382938519886664,1.32080020315144,4.51678642246356,0.0335638183045609,0.079018249052071
"NFKBIZ",-0.276580089072969,5.09655372347595,4.51535913174373,0.0335918332198127,0.0790740058578571
"ATG9A",0.257755275621904,5.88016375381842,4.51492205508662,0.0336004170618822,0.0790840141135456
"ORC1",-0.235231954266958,5.83849779555251,4.51257473173911,0.0336465558667197,0.0791824000705128
"CENPC",-0.295277029677413,3.51121146921402,4.51205087146772,0.0336568618553064,0.0791964440794815
"AC015987.2",-1.98850823212288,-2.98309495177898,4.51162353949377,0.0336652712695215,0.0792060222999247
"IL23R",-1.35424382815443,-2.39719471390328,4.51073701155,0.0336827241477752,0.079232693261097
"NEBL",-1.09822577605975,-1.97313427487336,4.51060681990093,0.0336852879977745,0.079232693261097
"ZNF259",-0.235205993197988,5.83609325958798,4.50672067480263,0.0337619113890991,0.0794026916269009
"FBXO38",-0.266072875290745,4.37116632946202,4.50424753485598,0.0338107692702504,0.0795073545057866
"HNRNPKP4",0.408871555136031,0.94165843902878,4.50394778152521,0.0338166960365858,0.0795110492204887
"VPS4B",-0.276043974753171,4.45876814013703,4.50200861425004,0.0338550637707679,0.0795822233999522
"CTD.2267D19.2",0.680383068725203,-0.882368401561498,4.50197718748921,0.0338556859448934,0.0795822233999522
"KCTD14",-1.27129811859517,-2.28353243930724,4.50018771156227,0.0338911329730247,0.0796552893552937
"SRP9",-0.73058082289901,6.02154375767124,4.49709722129627,0.0339524426426353,0.07978911437195
"FAM172A",-0.335999493205814,2.68299521104113,4.49396598410572,0.0340146788746869,0.0799181599279794
"SCFD2",-0.258573527425667,4.36768546542394,4.49389401141715,0.034016110799255,0.0799181599279794
"RP11.510M2.10",-1.9254128326717,-2.94484698144094,4.49297759826751,0.03403434870328,0.0799507187721498
"PGK2",1.83275438545302,-2.86476081933495,4.49267180279072,0.0340404367348945,0.0799547314199046
"VWA1",-0.953523674495823,-1.69673031409763,4.49214831389286,0.03405086143088,0.0799689277525684
"UNC5B",0.975383340738286,-1.73539645586706,4.49157826263628,0.0340622171591239,0.0799853066940838
"VKORC1",0.283672771738743,3.8681060162031,4.49041678536651,0.0340853666615795,0.0800293721423967
"JPH4",-0.473074842531085,0.328969077203038,4.4900098442242,0.0340934813294226,0.0800324090840582
"SCHIP1",-2.17852718494246,-3.09643942376683,4.48991221594795,0.0340954284002586,0.0800324090840582
"HPS6",0.273799605155798,4.54167524206508,4.48875566314342,0.0341185032088419,0.0800762761734905
"C5orf54",-1.0257836922411,-1.85596146397077,4.48814309257571,0.0341307314397388,0.0800946782918668
"RP11.545E17.3",0.332303376619895,2.09001657087792,4.48360958125249,0.0342213726301402,0.0802970639284332
"APBA1",0.790779742384137,-1.25775985321489,4.48318198179243,0.0342299348554492,0.0803047036211108
"SLC28A3",0.523921603385326,-0.0429371375776766,4.4830076326493,0.0342334266545869,0.0803047036211108
"KARSP1",2.07876254127018,-3.02823851228815,4.48199599368938,0.034253694728592,0.0803419243569893
"PSMG1",-0.262067728359364,5.39022790179412,4.47988869725249,0.0342959544651612,0.080427945035987
"PIP5KL1",0.79997328189752,-1.28593794503922,4.47972790846027,0.0342991811616082,0.080427945035987
"C16orf13",0.248442907434288,5.52073590616163,4.47787579489929,0.0343363721150971,0.080504812864256
"P2RX1",1.55105976258698,-2.62048734680225,4.47380643374763,0.0344182341508671,0.0806863830003953
"RP11.385F5.4",-1.76355623811078,-2.82894075824009,4.47256430479339,0.0344432622838156,0.0807309053561854
"MDH1",-0.245105518195499,7.28138848215106,4.47242498068417,0.034446070765233,0.0807309053561854
"LDHD",1.84900853660835,-2.88011154804956,4.47219586063114,0.0344506898648529,0.0807313663007561
"PNISR",-0.244177693202771,6.02007451932379,4.4712663862389,0.0344694348708744,0.0807649253713017
"RP11.400F19.6",0.312398288085333,3.12719703070498,4.47084643823441,0.0344779075927432,0.0807744100494772
"RMDN2",-0.603900104054268,-0.537305633961557,4.470332868932,0.0344882721441859,0.0807883238793935
"MIR296",2.2505679910698,-3.12191360584764,4.47009303662454,0.0344931134134335,0.080789297583042
"TAGAP",-0.236001363616365,5.62080649340065,4.46947336806151,0.0345056253695681,0.0808082349097453
"KLHL26",0.313874149331714,2.95774177850552,4.46774688059764,0.0345405105460722,0.080879556185037
"RAC1",-0.240362513704541,6.51904638439233,4.46505482325764,0.0345949794897943,0.0809967103483641
"PTPN2",-0.266474232275207,4.80755595598115,4.46343774291821,0.0346277413720792,0.0810630185621065
"KIAA0232",-0.262886893598263,4.44220651684057,4.46308832637327,0.0346348247764834,0.0810692045511866
"HPS4",-0.243418450825824,5.46784784670014,4.46112401087138,0.0346746737688967,0.0811506113728417
"ACOT7",0.243064922792306,7.0109207322653,4.46093578984159,0.0346784946217222,0.0811506113728417
"SUSD2",0.802864944467929,-1.30059774901194,4.46055322946954,0.034686261884717,0.0811583838381836
"CCDC19",-0.554481678195004,-0.247730760530544,4.45599887777547,0.0347788704077316,0.0813646391507292
"TCHP",-0.253530689142113,4.59478699777066,4.45216563985223,0.0348570161207468,0.0815295323590918
"RP11.386G11.10",0.4880951174738,0.579667550811738,4.4521034525674,0.0348582854046952,0.0815295323590918
"TMEM143",0.284751464575947,3.43739111061067,4.4518773207137,0.0348629013140412,0.0815298825887551
"C2orf72",-1.63912349436688,-2.72556650185707,4.45048513700846,0.0348913333045105,0.0815756360052489
"DCAF6",-0.261155102466028,4.41156189141829,4.45044446946926,0.034892164205204,0.0815756360052489
"AC064852.5",1.53464484040401,-2.60870404506077,4.45026301260171,0.0348958719016702,0.0815756360052489
"HECTD2",-0.586519821253702,-0.372838266337625,4.44963474096707,0.0349087125185835,0.0815952044848581
"SRSF4",-0.232478286253878,7.1401263655038,4.4483625336814,0.0349347290287633,0.0816455611855171
"RP11.425I13.1",1.8744563144409,-2.90322112870915,4.4474728484124,0.0349529350500319,0.0816776535251321
"RBM48",-0.336294181136238,2.38446254040455,4.44654419232068,0.0349719491324706,0.0817116256768528
"ZC3H6",-0.321689549262743,2.43154580331924,4.44481052266611,0.0350074746891839,0.0817811015631073
"RP11.132J14.1",2.07219948573782,-3.03074610831931,4.44465594102686,0.0350106441367123,0.0817811015631073
"PDS5B",-0.253772592938475,5.01061140023653,4.43980900877788,0.0351101750566857,0.0820031020547335
"IQCH",-0.706726566348277,-0.989154505180768,4.43737631041817,0.0351602415963171,0.0821095318332824
"RPS3AP12",1.7615075056746,-2.77792100556679,4.43582034178118,0.0351923036089576,0.0821683866049353
"CAMTA2",0.248334824869079,6.27629091808686,4.4357164161254,0.0351944461716784,0.0821683866049353
"CTD.2207O23.3",0.799085001582371,-1.29639438237949,4.43485750511782,0.0352121589648533,0.0821992278648846
"RBMS1",-0.251664775942897,5.02334917666181,4.43267059238963,0.0352573004282324,0.0822940825108531
"RP5.916O11.1",1.41151374447166,-2.47325122179116,4.43242324331805,0.0352624099275635,0.082295486221896
"ORAI1",0.249121238517308,5.60285406139739,4.42664842954601,0.0353819208768383,0.0825638457889153
"NAT10",-0.227886723705845,6.66450630696443,4.42531247427198,0.0354096290445845,0.0826152596884742
"AK9",-0.437327862998644,0.593375865581837,4.4251497745192,0.0354130050431285,0.0826152596884742
"TMEM119",1.04974041325214,-1.90946029213716,4.42301487714139,0.0354573350942309,0.0827081078641942
"MESDC2",-0.248919834059048,5.29500848020351,4.42009687679302,0.0355180197997509,0.0828390764589822
"SLC4A5",0.925616799984258,-1.63839310658436,4.41861075829872,0.0355489678751307,0.0828969951238236
"POLR1C",-0.246892084790854,4.70719679784325,4.41846834517115,0.0355519350766592,0.0828969951238236
"RP11.73M18.9",0.957870106111034,-1.71387874822979,4.4181662546858,0.0355582300406683,0.0829010842135887
"GPR157",-0.385177840799278,1.39155566627612,4.41713766787021,0.0355796724875593,0.0829404828579231
"KHDRBS1",-0.241857053919899,7.18272550334614,4.41665823574209,0.0355896715968435,0.0829531990552066
"DNAJC11",-0.233158865900464,6.15752006942663,4.4162781538294,0.0355976007322232,0.0829532298521914
"CATSPER2",-0.500184425377584,0.239619379086385,4.4162219648038,0.0355987730847476,0.0829532298521914
"NR2C2",-0.279200070850111,3.71145387870754,4.4155146008028,0.0356135352938983,0.0829730893687337
"RP1.101G11.2",1.72434026507405,-2.79355734313601,4.41537803334667,0.035616386102076,0.0829730893687337
"AC069363.1",-1.97204686500298,-2.98947015896687,4.41417553377717,0.0356414982599454,0.0830209966486288
"HDHD3",0.324642495866345,2.61666550595025,4.41301651096749,0.0356657200128763,0.0830668179172056
"CLEC17A",-0.660052502600111,-0.809686466277125,4.412446732356,0.0356776338033127,0.0830839654394021
"LRRC37A9P",-0.628901617578328,-0.573057427958508,4.41169686465391,0.0356933195145134,0.0831098912930411
"RPL39P3",1.08136217108607,-1.97415503476396,4.41057144191413,0.0357168746180368,0.0831512564797362
"KRT8P39",-1.1867718048766,-2.17293185324259,4.41041287894309,0.0357201946488135,0.0831512564797362
"VTI1B",-0.241336495630345,5.2230771266015,4.41001112915938,0.0357286080309763,0.0831602371038471
"RPL32",0.225237164409026,9.37876452838181,4.40869700058204,0.0357561427964507,0.0832046298760947
"STAT3",-0.226970171521707,7.62529521289364,4.40866581137219,0.0357567965695954,0.0832046298760947
"FAM96B",0.231723738041023,6.4137956630769,4.40834375331904,0.0357635481263308,0.0832097337555657
"GPR63",-0.467560578982783,0.289639277024807,4.40775576015598,0.0357758781314802,0.083227813851175
"FADS3",0.315133750997461,2.61553939305959,4.40706160051188,0.035790440135114,0.0832456695243126
"FASTKD5",-0.26171829068795,4.65836179306471,4.40695514986815,0.0357926737932802,0.0832456695243126
"IKZF1",-0.232878923837897,7.88569569921411,4.40453131557126,0.0358435727002564,0.0833509863649347
