"","logFC","logCPM","LR","PValue","FDR"
"CPNE1",0.359667801090317,7.45280078139161,9.92782563438217,0.00162798735244737,0.00651587571123148
"SLC4A3",3.3757597146518,-2.93704657549844,9.92028998162117,0.00163466625098206,0.00654048212533068
"CAPZB",0.337250231490564,8.2546413006164,9.92008105606234,0.0016348518180161,0.00654048212533068
"BAK1",0.392759803122755,5.84921634077507,9.91311671845921,0.00164104974835211,0.00656356063393229
"SDHAF1",0.441559094039305,3.3951202500086,9.91279168402895,0.0016413395942975,0.00656356063393229
"ATN1",0.386730600633177,5.89078654435117,9.91195946563706,0.00164208195247567,0.00656393544734552
"HS1BP3",0.454895041872966,2.97360748225193,9.91188044132365,0.00164215246168321,0.00656393544734552
"MEIS2",1.80671696884133,-2.08578455639739,9.90916817163692,0.00164457433628041,0.00657217699404527
"NDUFA1",0.346654959864988,5.72537285676212,9.9078569474689,0.00164574646855521,0.00657542170791755
"MSX2P1",1.05611392925366,-0.933681317239823,9.90573968784157,0.00164764092063788,0.00658155032959398
"PHLDB3",0.459725750892898,3.03033415158097,9.90380459431656,0.00164937430893143,0.00658703303643476
"SPICE1",-0.420035209545538,3.76681731932874,9.89804447055796,0.00165454496611867,0.00660623761078224
"PSMC2",-0.35457120003219,6.43285318702072,9.89587172150694,0.00165649962803275,0.00661259582544015
"SCARB2",0.732319475379117,0.504981338598091,9.89545419241779,0.00165687551602197,0.00661265031591189
"ICA1L",-0.603806222662433,1.74215901208824,9.89337844147151,0.00165874553080809,0.00661866659342112
"FABP5",-0.384846411998335,5.03384949144555,9.88769736971131,0.00166387446996658,0.006637681042229
"FAM168A",0.377621085176749,4.54318140054069,9.88660901305512,0.00166485888365079,0.00664015707254646
"SLC25A37",-0.440235407294323,3.12769172003935,9.88355754130412,0.00166762207362958,0.00664972497905372
"GARNL3",-0.929509683466474,-0.525591783394648,9.88099879842127,0.0016699426655398,0.00665681273725639
"UPF1",0.365931422664342,6.90997815115948,9.88079365203495,0.00167012885985397,0.00665681273725639
"TRIAP1",-0.3751133736458,4.98399663780344,9.87771357945614,0.00167292691543067,0.00666650967936845
"RPRD1A",-0.427167158862923,3.67079243549965,9.87174878324691,0.00167835907604822,0.00668669684270194
"EDEM2",0.371788035636699,4.68628786456436,9.8689807153443,0.00168088603259899,0.00669530319116181
"AC079922.3",0.698927634079868,0.590248420853742,9.86818077968273,0.00168161700788988,0.00669675359490177
"RASL10A",1.18178128964406,-1.15711328915944,9.85932728576581,0.00168972880548938,0.00672758982425488
"RPS3AP30",4.32718365800415,-3.17673039418674,9.858843479961,0.001690173221441,0.0067278918790679
"CHPF",0.416125039709394,5.24401671790136,9.85812568450022,0.00169083279459175,0.00672905006873174
"BTF3L4",-0.44629551448968,4.30713581723865,9.85714221687903,0.00169173691397287,0.00673118076821596
"ITGB3BP",-0.434387846286751,4.2412382574874,9.85452110097142,0.00169414894583195,0.00673930900112492
"RP11.296P7.4",2.09835874802775,-2.34378712403721,9.85291544263461,0.00169562824295403,0.00674372409044137
"MTCH1",0.340997333985908,6.85164943461599,9.85098000459363,0.00169741310660038,0.00674935226769548
"GBE1",-0.402924749424752,4.2475093895602,9.84892908495318,0.00169930654494246,0.00675540962062818
"HEATR3",-0.433883417764427,4.44201011041129,9.84799352592103,0.00170017097702136,0.00675737452330173
"KIAA1731",-0.389557624613085,4.13940345530642,9.84757370828789,0.00170055902234313,0.00675744557093465
"BCAR3",1.0771750737592,-1.00521980865163,9.84715483487759,0.00170094628433545,0.00675751347563519
"AC022182.3",0.874490345181935,-0.355733917220034,9.84417149845053,0.00170370706094989,0.00676685490230817
"WNT5A",2.16755994697286,-2.39543303495933,9.84381312765059,0.00170403900224107,0.00676685490230817
"GTF2H2",-0.535193797091418,1.78810020318157,9.83762986806212,0.0017097765824017,0.00678816257323686
"KIAA1958",-0.462221452644693,2.52611004021983,9.83688912405372,0.00171046524642305,0.00678942010729566
"MACF1",-0.346204095150537,7.49056762974661,9.83629126622153,0.00171102127521479,0.00679015073457522
"DHFRL1",-0.479628525569588,2.3604583854894,9.82939109997313,0.0017174519424993,0.0068141893523853
"CPEB4",-0.48190029065921,2.91853608119679,9.82616433158651,0.00172046755433511,0.00682467083971914
"POU2AF1",-0.468456344749553,2.64833375330442,9.82203570899709,0.0017243338293554,0.00683825211511344
"FAM3A",0.388867882330951,5.04696695969683,9.82170860672498,0.00172464052248602,0.00683825211511344
"MT3",1.1160547805914,-1.09329179701667,9.82042559685733,0.00172584401420979,0.0068415379976981
"MIER3",-0.469086004350748,3.27530321002375,9.81877460575084,0.001727393932648,0.00684619544952004
"LGALS8",-0.371653603074398,5.20832003431962,9.81571380506249,0.00173027108512592,0.00685610997590052
"CLSPN",-0.363649049775863,5.18507993178617,9.81191199280667,0.00173385155094256,0.00686880643716504
"WAC",-0.354360239921388,6.55920919663726,9.8099099706405,0.00173574002947089,0.00687479588587354
"NMRK1",0.466222209426646,2.90599028897024,9.80444834655718,0.00174090250596254,0.00689374734194061
"ZDHHC1",1.0387282645797,-0.852907972646516,9.80264419376519,0.00174261125692892,0.00689901724034642
"RENBP",0.440486233499133,3.59514865353605,9.80177330472588,0.00174343670229935,0.00690078859507257
"MAML2",-0.415269263641707,3.41841089260994,9.79983154889973,0.0017452785625715,0.00690658143501901
"CEP63",-0.400610266568397,3.78796873397251,9.79933027594331,0.00174575436716798,0.0069069670508564
"ZNF800",-0.469005999809383,3.49694618414194,9.79601350353357,0.0017489059370036,0.00691793670205867
"CHRNB1",0.409835047562469,3.71472036406717,9.79502045815733,0.00174985064153377,0.00692017406005177
"TCTN1",-0.504401251140806,1.87167026414573,9.78952624110869,0.00175508675612123,0.00693937810981005
"SH3GLB2",0.355426371053506,6.38616722403486,9.78845699730022,0.00175610761407347,0.00694191089105918
"TINF2",0.349627322073817,5.94053003165267,9.78637528172532,0.00175809685343365,0.00694826976822501
"KLHL20",-0.465255882380126,2.8850797142117,9.78324755413563,0.0017610899312557,0.00695859235824085
"INIP",-0.40400725583843,4.30649947225978,9.78114286081988,0.00176310692267244,0.00696380529098064
"C1orf109",-0.443334389569948,3.28881749409027,9.7810748119543,0.00176317217501575,0.00696380529098064
"KLHL2",-0.392714386089251,4.60326337867232,9.78046236318702,0.00176375956485228,0.00696461839852442
"CACYBP",-0.371513906327963,6.61880680783878,9.77945554646905,0.00176472561766667,0.00696692607061097
"CENPV",-0.352570929066814,5.55471700609299,9.7761208947528,0.00176792908692912,0.00697806388797644
"GAK",0.367982090549875,6.7832875956684,9.7753923923427,0.00176862971460306,0.00697932024212686
"AZI2",-0.439145476923353,3.32513801374339,9.77285112990869,0.00177107594395495,0.00698746301208074
"MAPK8IP1",0.818743605859125,0.150580718235223,9.7714712688083,0.00177240563974684,0.00699011898529242
"COPS8",-0.374007739665031,5.34477283056708,9.77135786022323,0.00177251497030505,0.00699011898529242
"VRK1",-0.359435562417604,5.74240731772074,9.76962023473629,0.00177419096781952,0.00699521730400547
"SMC3",-0.361262539679001,6.22041174546432,9.75973362206262,0.00178375754411514,0.00703141739749987
"SNRPA1",-0.374055369562812,5.81431463360566,9.75685871511781,0.00178654918671619,0.00704090142562696
"MSH3",-0.39607414877904,3.94205807943406,9.753451919646,0.00178986304579072,0.0070524390030023
"E2F3",-0.391156722815243,4.18362299586866,9.7502628471517,0.00179297076604943,0.00706315954558317
"USP18",0.492341515520904,2.11685504876041,9.74362961479826,0.00179945231425573,0.00708670432628821
"ING3",-0.445644663281836,3.24914771622863,9.74335212027335,0.00179972398009708,0.00708670432628821
"BZW2",-0.346978922907709,6.56700359499814,9.73473094237293,0.00180818481034478,0.00711848473427734
"SLC16A10",-0.50118799563445,2.24405038710137,9.73196853516012,0.00181090435755561,0.00712765395583823
"PIAS2",-0.417932673382815,3.40717552429701,9.73063168770658,0.00181222195130451,0.0071313023757413
"AFG3L2",-0.364099519674084,6.42397409374732,9.7290401991082,0.00181379178563652,0.00713594160491266
"PCOLCE",0.567752906387332,1.47185460906982,9.72396429198472,0.00181880784196246,0.00715262152911236
"CPLX1",3.04021386187863,-2.84639621511711,9.72395698599107,0.00181881507193314,0.00715262152911236
"NFE2L3",-0.400628574298908,5.65566047172037,9.71756191723388,0.00182515478087827,0.00717569730561368
"SUFU",0.442811039418026,4.13438282426463,9.71710626769462,0.00182560733981733,0.00717569730561368
"THNSL1",-0.495730396059243,1.98105638381211,9.71684974368301,0.0018258621739017,0.00717569730561368
"HSF5",-0.728823504548405,0.30865360494563,9.71363951037942,0.00182905430914595,0.00718669531068862
"CFL1P3",1.6668939247254,-1.96026763878378,9.70530153823868,0.0018373717244191,0.00721782242936747
"LIN37",0.496954652483531,2.28934565688236,9.704197801699,0.00183847560910707,0.00722060504394356
"RNF169",-0.400362373065521,3.77678424604934,9.70094731564656,0.00184173043768864,0.00723183246719856
"TMEM9",0.410608306240312,3.7967031847817,9.69046860734453,0.00185226296116938,0.00727162588304237
"SMIM14",0.769313719068689,0.00352360089389383,9.68797586438062,0.00185477748216163,0.00727993182903903
"AZI1",0.41485353258486,3.67568461018081,9.68530154321413,0.00185747901498256,0.00728896806072801
"PSMD11",-0.336914841488467,7.07755098893311,9.68298292412362,0.00185982445405933,0.00729660335457834
"ARHGAP32",-0.619771311092848,1.05725435248523,9.6784373848611,0.00186443128723614,0.00731310553255175
"PPP1R35",0.370491223841103,4.7115099508775,9.6780421896748,0.00186483235749346,0.00731310734394054
"DENR",-0.385818261682162,5.83637938912354,9.67493844780068,0.00186798528225532,0.0073238984810075
"TRBV25.1",0.642165600824481,0.662285831871077,9.67375928824608,0.00186918454298034,0.00732702680526221
"TTYH1",2.49240776750064,-2.61268048911932,9.66989650813576,0.00187311864042542,0.0073408717863817
"PRPF4",-0.346678214217772,5.93329837725126,9.66813170563479,0.00187491881805646,0.00734634965091665
"RP11.819C21.1",-1.21214366804373,-1.31752019330052,9.66632436805872,0.00187676420092579,0.00735200225062239
"AGPAT2",0.42827141347603,3.72119393476927,9.65665618837539,0.00188666721246266,0.00738921046202658
"SRP54",-0.370136286665942,5.60894750650752,9.65531278316103,0.00188804743284388,0.00739303000569819
"RNF103",-0.514186550366681,2.76430542915733,9.65361696641895,0.00188979118391209,0.00739827108349029
"TRIP13",-0.355169209152256,5.54749171975245,9.6474228951283,0.00189617422070517,0.00742166818159797
"C11orf31",0.339407725230095,6.3297634763706,9.64531137840171,0.0018983551456229,0.00742861161486517
"RP11.632K20.7",0.618383889544991,0.884244264715219,9.64482393918343,0.00189885896871112,0.00742899067162914
"TAF6",0.382134195152245,6.15882449004113,9.64165377044065,0.00190213900258352,0.00744022873198247
"VASN",2.65012602188258,-2.69450332713881,9.64021081807378,0.0019036338632271,0.00744288630824818
"ASS1P12",2.65012602188258,-2.69450332713881,9.64021081807378,0.0019036338632271,0.00744288630824818
"GDAP2",-0.423022249389345,3.24188423057792,9.63981472342004,0.00190404441512749,0.00744289738718465
"MOB3A",0.357375935860601,7.14936454934883,9.63748743363506,0.00190645846335323,0.00745073843898804
"GAMT",0.432078659232565,3.86184452544768,9.634695165784,0.00190935891809535,0.00746047668018636
"SGOL1",-0.391010942021558,4.05510857952132,9.63287295912063,0.00191125413810066,0.00746628382003585
"CACNA1C.AS2",0.892471523726004,-0.405995964336266,9.6317446961103,0.00191242856485996,0.0074692733101238
"PBDC1",-0.384996392731176,4.57898108912975,9.63010002036535,0.00191414184432628,0.00747436564025158
"METTL21A",-0.415608050392658,4.19820781985952,9.61743023239134,0.00192739238993205,0.00752449702271376
"NUDT10",-0.767173798679811,0.240231636111795,9.61639822926034,0.00192847578492378,0.00752711683852545
"JMY",-0.593316742748689,1.50121863949741,9.61156296773903,0.00193356006168518,0.00754432657296301
"LINC00861",0.680933939187362,0.393735587762421,9.61141911290193,0.00193371153299885,0.00754432657296301
"MTMR12",-0.377383947912756,4.54514754232239,9.60887182528956,0.0019363956814484,0.00755261754670991
"NOP56",-0.332917535044073,8.19678260838172,9.60861731117286,0.00193666407757596,0.00755261754670991
"POGK",-0.358820226930879,5.88968520446982,9.60799591750794,0.00193731952247964,0.00755355999206873
"CCDC120",0.496163337376151,2.26989334004438,9.60474400922402,0.0019407532989969,0.00756409000350907
"DLEC1",1.58764042466946,-1.8528990452101,9.60448532121945,0.00194102671933073,0.00756409000350907
"POMT1",0.366863249632437,5.04231850945674,9.60426151123318,0.00194126330684415,0.00756409000350907
"CCND3",0.353857443080974,8.75767691277988,9.60071931413967,0.00194501162648097,0.00757707794310928
"SSR4",0.369085663589304,6.7089999739956,9.59895726915941,0.00194687893774293,0.00758273416012314
"RAB36",1.02401772391113,-0.884725008775409,9.59066189587604,0.00195569433275192,0.00761544369547491
"CENPF",-0.347528873537746,6.36671619785539,9.58958459965067,0.00195684212770975,0.00761828812995126
"USP9Y",-0.397737393935212,4.04795998783427,9.58780334697694,0.00195874144465599,0.00762405651859171
"RP11.115L11.1",2.29359634353474,-2.50601222271708,9.58519945382572,0.0019615212914657,0.00763324902487877
"SNX33",-0.483607159566308,2.1403351932409,9.58124389166685,0.00196575179882152,0.00764808164694945
"UBXN11",0.387688680140483,4.19988513128892,9.58054241613538,0.00196650299796257,0.00764937400976065
"RC3H2",-0.395685714367566,4.78306661323678,9.57804133035251,0.001969183740989,0.00765777899889591
"UBXN10",-0.770547603336665,-0.0498809045361462,9.57774394584022,0.00196950273348761,0.00765777899889591
"DCPS",0.354239220785762,5.68200969299682,9.57429438659827,0.0019732067686085,0.00767054718078112
"RP5.1024G6.8",-0.520695912145827,2.62903261000033,9.5672654870806,0.00198077606577813,0.00769833235698953
"NFIA",2.26026516856404,-2.48599970962692,9.56505202116004,0.00198316579756983,0.00770597948800282
"HCG4P7",1.15802423121151,-1.21183543389718,9.56109495998206,0.00198744525931381,0.00772096471776411
"EXOSC10",-0.338593764421359,6.39739531029733,9.55605023913101,0.00199291457711706,0.00774056502239828
"IL11",-0.468422481744053,2.48818811894277,9.55183742671876,0.00199749365891403,0.00775670000924817
"TUBA4B",2.67444855503898,-2.71425501340787,9.5483642469822,0.00200127682463625,0.00776971621057185
"BRAT1",0.374063605033599,5.90112927630932,9.54797908146699,0.00200169681393149,0.00776971621057185
"GPRASP1",0.553685335277601,2.06087621739402,9.54710227917939,0.00200265322340443,0.00777177606148977
"RP11.177C12.1",-1.16047152898654,-1.23352611105872,9.54388615079877,0.00200616532086252,0.00778375088891506
"RPS7P10",0.895052991951546,-0.50775987719877,9.53925982421784,0.00201122834778043,0.0078017368229349
"HSPA4L",-0.63619003941955,0.643214543873417,9.53805414114791,0.00201254996769681,0.00780438407920245
"PPM1H",-0.839384817215349,-0.306112385315396,9.53766640740942,0.00201297517247692,0.00780438407920245
"FOPNL",-0.384908816256884,4.95673489694665,9.53746748771491,0.00201319335135384,0.00780438407920245
"ARHGAP35",-0.363521479708985,5.06407150913291,9.53480815982752,0.00201611245634898,0.007814040953429
"NDUFB1",0.371945297162269,4.65182828929168,9.53393363316049,0.00201707334877799,0.00781610570620722
"GDI1",0.345981686422513,7.04878667352973,9.53281408768566,0.00201830413512123,0.00781921519241044
"NFYA",-0.364246558427609,5.10698257189949,9.53236285358504,0.00201880042026154,0.00781947839420209
"GZMA",0.35612248434396,7.13628573745709,9.52704876539724,0.00202465438242914,0.00784048912839288
"TADA3",0.354397195245712,6.96162758748681,9.52661811886756,0.00202512953286885,0.00784066587964387
"AC083843.1",-0.78551896568891,-0.104137640749422,9.50437862408275,0.00204982161868125,0.00793351590425741
"TSC22D3",0.357083871129013,6.49615891392112,9.50423638106504,0.00204998052699985,0.00793351590425741
"TEX15",-1.6795806522719,-2.01733561296941,9.49025480408596,0.0020656613124447,0.00799250683736285
"NFKB2",0.3550438323176,9.03322962772291,9.48884251112969,0.0020672519923061,0.00799696654366346
"COPB1",-0.342757083551285,6.70554979988299,9.48804124070941,0.00206815502350487,0.00799876482077996
"SLC35E4",-0.491801066209155,2.12125546253986,9.4860745103808,0.00207037322342433,0.00800564778513264
"PROSC",-0.354220087317483,5.42603550599892,9.48564067594437,0.00207086285338454,0.00800584527499676
"BTG1",0.359883776750702,6.72496784954317,9.48365541667307,0.00207310493571622,0.00801220886473967
"ZMYND10",0.729761729320927,0.222280034689344,9.48323927327068,0.0020735752254909,0.00801220886473967
"FAM129A",-0.356100017122486,5.86408899352911,9.48301773739782,0.00207382563056121,0.00801220886473967
"WDR24",0.399575813306385,4.5641101198544,9.47941543685379,0.0020779016667009,0.00802625791909119
"FAM49B",-0.360860951430402,6.63764866379236,9.47741082898128,0.002080173416208,0.0080333331315585
"RPL5P14",1.76434630854439,-2.09178258962006,9.47536325032734,0.00208249646316167,0.00804000644395723
"UBE2W",-0.504552491910697,2.91200607071007,9.47511148816689,0.00208278227737462,0.00804000644395723
"RP11.159H3.1",1.75655207783199,-2.08364498783381,9.47432037222081,0.002083680654501,0.0080417738579103
"CTD.2366F13.1",-0.631132406866858,0.797592418807122,9.47285933432325,0.00208534081612724,0.0080464799404783
"OSM",0.343197462191542,6.73715094715551,9.46660815470648,0.00209245912492798,0.00807224034775152
"SRFBP1",-0.448561406395121,2.81020271429903,9.46574383095627,0.00209344528004019,0.00807433838730905
"RP11.234A1.1",0.567376847879368,1.1683843954804,9.46220795083699,0.00209748447301829,0.00808820850336899
"ETFDH",-0.413912064563176,3.88099781657982,9.46067337933945,0.00209923994068876,0.00809326824018443
"COMMD7",0.338469673260376,5.90421783063663,9.45815105755119,0.00210212857957356,0.00810269366978785
"CCDC22",0.380254697143528,5.42930502315917,9.44500191494622,0.00211725278584886,0.00815926738561769
"ANKRD36B",-0.570531590732046,1.22473053612488,9.44304836442237,0.00211950916545198,0.00816623888039802
"HSPB8",2.50970808091918,-2.64370159966565,9.4423980801957,0.00212026079416661,0.00816741101445694
"COX20",-0.426109877403787,3.6760566708133,9.44170498645022,0.00212106220170946,0.00816877436544434
"ZNF500",0.453741691944145,2.97505636240839,9.43550238704758,0.00212824780755535,0.00819276797867343
"PDK1",-0.439790549697291,3.50373456019492,9.43525706161808,0.00212853251988049,0.00819276797867343
"X8.Mar",0.371215055978834,4.67010467121559,9.43516562352949,0.00212863864819765,0.00819276797867343
"DHFR",-0.361332894909127,5.35280137253781,9.43271371833585,0.0021314864729149,0.00820199948631145
"KLRC4",-0.705478787909519,0.283534605497221,9.43122638687159,0.00213321585264169,0.00820692421285015
"TTL",-0.356116798835967,5.14718270210601,9.4302169060938,0.00213439042689324,0.00820971286197559
"SNX11",0.357805656369287,5.23472852145394,9.42962161960955,0.00213508337570194,0.00821064820380005
"CCDC102A",0.439381137688486,3.25079518585526,9.42733851202404,0.00213774316476515,0.00821914521330829
"PGBD4",-0.592369401685968,1.00566381044357,9.41947106768226,0.00214693439870084,0.0082527453039132
"LEPREL4",0.522300179224627,1.67377682252148,9.41718998942139,0.00214960678248818,0.00826127827669932
"ZNF646",0.392886695197973,4.63959345987737,9.41287265872591,0.00215467396475837,0.00827900930891687
"SIVA1",0.342303321226274,6.16920106984418,9.41044239475156,0.00215753165417006,0.00828789533050005
"GLI2",0.893410435737256,-0.480331673285698,9.41013394137945,0.00215789463192915,0.00828789533050005
"NSUN6",-0.472496593479251,3.0417463632131,9.40834148560093,0.00216000516083543,0.00829425624969515
"DYNLRB1",0.350337410490956,6.25732779932889,9.40704938287611,0.00216152784694429,0.00829835769631296
"OPLAH",1.40514098950227,-1.65683592071118,9.40234148113216,0.00216708511759427,0.00831794340237244
"PSAT1",-0.364549404931522,5.63982807470521,9.40126386575574,0.00216835918608609,0.00832108407441698
"ZNF37BP",-0.507010570362094,2.07244021488317,9.3995500400871,0.00217038701338063,0.00832711536974852
"GDI2P1",1.93244479506313,-2.25787564244453,9.39887314893738,0.00217118845211047,0.00832843983888983
"GPHN",-0.375438921667129,4.23908598840761,9.39564855657839,0.00217501049043189,0.00834134800479709
"TBCB",0.351792060656238,5.7926342260093,9.39196031166481,0.00217939045323766,0.00835638998610659
"SNED1",1.84781908747058,-2.18286609485362,9.39008599095667,0.0021816197237245,0.00836318102826349
"ABI2",-0.363672137959303,4.87858186588364,9.38843502270415,0.00218358526014353,0.00836895841358809
"PHF16",-0.744834605413164,0.0559148289757685,9.38760969146263,0.00218456851962768,0.00837096942187307
"FKBP1B",0.922268535712965,-0.464262862464514,9.38690920468,0.00218540339781371,0.00837241112845524
"CCDC61",0.415995020208351,3.85774605060378,9.3845204873974,0.00218825283500729,0.00838156850672641
"CRTC3",0.353844047461988,5.89246552857512,9.38170153010465,0.00219162034205054,0.0083912724023733
"BRSK1",0.495668092006485,2.06711094830221,9.38163016749413,0.00219170565951881,0.0083912724023733
"DAB2",1.22158890258285,-1.3575171410603,9.37766211320724,0.00219645496661057,0.0084076924754615
"IWS1",-0.33992187709782,5.9534833600048,9.37613922345462,0.00219828046215269,0.00841291610830135
"EEF1D",0.341163978049174,8.54148520502449,9.37479309868208,0.00219989534993117,0.0084173317151527
"RP4.765C7.2",0.414696696316482,3.81421947486178,9.37279728327473,0.00220229185838948,0.00842473551443838
"NPM1P24",-1.01652970060789,-0.945164612962312,9.36971215391651,0.00220600159025413,0.00843715881627679
"SMU1",-0.347067033185238,6.02510302447109,9.36651979066038,0.00220984693924741,0.00845009549140372
"BRAF",-0.437794246487735,2.82418405682745,9.36052735754643,0.00221708347146496,0.00847599136577861
"NFYB",-0.402992116947305,4.32185277518157,9.35798732538296,0.00222015809335438,0.0084859685917471
"PHKB",-0.374658133882928,4.55911934865536,9.35555862201285,0.00222310200040052,0.00849461931349264
"BCAS2",-0.39713690049876,4.32617086287733,9.35535250989813,0.00222335201752221,0.00849461931349264
"RBBP4P2",1.28767626714145,-1.47587008757556,9.35356717394396,0.00222551885097695,0.0085011187747613
"DUSP11",-0.397416296329365,4.16651007478333,9.35297772467505,0.00222623472631703,0.00850207425291157
"SNX14",-0.403983471146011,4.87768405446656,9.34877751630571,0.00223134256930729,0.00851979891292713
"RP11.124D2.7",2.85995498180164,-2.8128136355922,9.34684075889176,0.00223370184901726,0.00852702368335635
"C19orf54",0.405785539985307,3.67094595347669,9.34112672932103,0.00224067720549317,0.00855175682145147
"HCN3",0.519787768105829,1.62184368337744,9.34076644799125,0.00224111775589284,0.00855175682145147
"CFD",0.929225480836016,-0.615960977338649,9.33451836490582,0.00224877187432397,0.00857917044217012
"POLA1",-0.347568276956685,5.50056170626247,9.33232592922622,0.00225146396467615,0.00858764619205246
"SLC35A5",-0.446004560296898,2.89242754023322,9.33154945898772,0.00225241817573425,0.00858949107959658
"NDUFB11",0.346181217985148,5.97658490193348,9.32640620324025,0.00225874913483496,0.00861183489064582
"CBX5",-0.352990861805595,7.02898313016028,9.31980503817145,0.00226690113050083,0.00864099292926437
"TRAPPC11",-0.379885148371872,4.61393032520893,9.31944749008689,0.00226734352950843,0.00864099292926437
"GS1.358P8.4",-0.522862628261888,3.93738153668309,9.31630642654423,0.00227123377568908,0.00865401222609146
"ZC3H8",-0.448436595791655,3.00628938242689,9.3099664762118,0.00227910652242526,0.0086821973219685
"RFWD3",-0.340733570756793,6.54514630718404,9.30331060396245,0.00228740136196189,0.00871197827302616
"TATDN1",-0.476859843404582,3.16211704963743,9.29976751066846,0.00229182940440402,0.00872702248172618
"MCL1",-0.448038647916689,7.74327310013311,9.29577529128463,0.0022968291708324,0.0087442370205517
"GJB6",0.478142074256914,2.40868685317391,9.2943928416437,0.00229856309809961,0.00874901362714936
"YIF1B",0.353601879474239,5.71226954518058,9.29107811919923,0.00230272597567382,0.0087629751466703
"WHSC1L1",-0.339461826637809,6.06305064418539,9.29036655505918,0.00230362060815008,0.0087629751466703
"CAMKV",-0.920858922441228,-0.659094892921329,9.29024823150602,0.00230376940769691,0.0087629751466703
"AC006445.6",2.7155801556357,-2.75752664870571,9.28989279252475,0.00230421645392709,0.0087629751466703
"OSBPL9",-0.359287816671637,5.18190742788452,9.28956304850947,0.00230463126152638,0.0087629751466703
"RIOK3",-0.363492277409904,4.89748244679917,9.28548556175832,0.00230976687652607,0.00878067353831391
"SH3BP5.AS1",-0.551081410670289,1.65180993976181,9.28347833505218,0.00231229925164819,0.00878541362548777
"LPAL2",1.05379457794492,-1.02977319805443,9.2831142214635,0.00231275892960072,0.00878541362548777
"RAB3C",4.24479807786643,-3.20914249749458,9.28299486191633,0.00231290963613961,0.00878541362548777
"AMMECR1L",-0.358112330295056,4.94558569774784,9.28297176114763,0.00231293880493532,0.00878541362548777
"SLAIN1",-0.398722105496172,4.64478749291458,9.28173763574694,0.00231449764863954,0.00878950584063133
"COA6",-0.436083582673592,4.00786696350981,9.27747973064775,0.00231988406464558,0.00880812886857426
"IGBP1",0.347274748862,5.10071424123348,9.27309269131293,0.00232544714372469,0.0088274147657921
"RP11.666N19.1",-1.7665273863711,-2.134898581937,9.27047503121834,0.00232877296895218,0.00883820177717716
"CRK",-0.424572624498269,3.42809484161252,9.26447125929823,0.00233641920256704,0.00886537778899632
"MOSPD2",-0.452584502375295,2.85425264444839,9.2627377294403,0.0023386317126037,0.00887192890972164
"EMC10",0.366681507097755,5.61966752946748,9.25977741846756,0.00234241488331632,0.00888443459275699
"AC005523.2",2.29312003654543,-2.53851575184052,9.25579222286687,0.0023475176278446,0.00890181953815459
"CTC.241F20.3",-0.453584819927022,2.52383140325028,9.25543641223665,0.00234797376478852,0.00890181953815459
"AKIRIN1",-0.37021873642525,5.95608946044159,9.25259757713494,0.00235161627580156,0.00891377805538983
"F2RL1",0.9236577876461,-0.690728534878262,9.2521064631177,0.00235224700597782,0.00891431785221613
"ANKRD34A",-0.469194795217104,2.31910625537459,9.2510751664785,0.00235357204310216,0.00891748809606269
"ERO1L",-0.442984824858191,6.54999875269789,9.249126125341,0.00235607829102571,0.0089251316046222
"LMNA",-0.363967219823249,6.14686016199349,9.23918753789953,0.00236890037110049,0.00897184155071357
"XAB2",0.362254676121023,6.18503745730806,9.2381878873237,0.0023701939639358,0.0089748788242373
"SKA1",-0.398566809870758,4.54784296904517,9.23390585110263,0.00237574322743575,0.00899402584339269
"CCNI2",0.426519176824676,3.246836340102,9.2322892233263,0.00237784170702628,0.00900010374492324
"GAPDHP60",0.771564056151233,-0.0478612754548834,9.22454344448572,0.00238792231587693,0.00903638513190992
"NUDT15",-0.432758145212775,4.11552696896457,9.22386783553058,0.0023888036288702,0.00903784668290684
"VPS18",0.396951947964646,4.55964929927131,9.21564764549655,0.00239955311233163,0.00907663532234024
"ATXN3",-0.438553453124373,3.2734107088393,9.20959844327301,0.00240749495080024,0.00910478979218114
"SNHG11",0.512922680673599,1.58375385285555,9.20516176678425,0.00241333669743711,0.00912499200739737
"RHOQ",-0.5873259173349,2.53447359822859,9.19968172224897,0.00242057210110255,0.00914891722570597
"IL12RB1",0.367230610176409,5.93537813938315,9.19961020075136,0.00242066667763133,0.00914891722570597
"DNPH1",0.371068542802187,4.93282025798782,9.19906420981966,0.00242138879291206,0.00914975210403842
"CLTB",0.370569380209572,5.32360701428613,9.19710903885024,0.00242397645133273,0.00915763454451138
"AC097523.1",2.69780855184163,-2.75861986703529,9.19508623209115,0.00242665657892142,0.00916586299362931
"ARHGAP31",-0.34023848921893,5.69789310259472,9.19081645520402,0.00243232371772662,0.00918536811483234
"PPP6R2",0.342600056215264,6.48301467608692,9.18912377326163,0.00243457407637568,0.00919156018216095
"MAGOHB",-0.432024292321377,3.95877303442504,9.18878884662374,0.0024350195994001,0.00919156018216095
"GRB7",0.606765687693899,0.854863888075925,9.18844736246521,0.00243547393049096,0.00919156018216095
"CYHR1",0.375745578853905,4.55023556012966,9.18746536212496,0.00243678092232321,0.00919459192579787
"LRRC59",-0.326086548343805,7.64728945423733,9.18379730297711,0.00244166921799347,0.00920967517175854
"SSB",-0.376416748446346,5.09417928469983,9.18370876179464,0.00244178733669194,0.00920967517175854
